start,end,fmin,fmax,category
0.05215800000000037,0.07140699999999978,-1.0,217.391296,s
0.08905100000000044,0.10829999999999984,-1.0,206.521729,s
0.1355700000000004,0.15642200000000006,-1.0,282.608704,s
0.21096100000000018,0.23181399999999996,108.695648,880.434753,s
0.2703110000000004,0.2911640000000002,-1.0,619.565186,s
0.3328699999999998,0.3601390000000002,163.043472,434.782593,s
0.6151869999999997,0.6392480000000003,130.434784,586.956543,s
0.7082230000000003,0.7370960000000002,130.434784,641.304321,s
1.4348669999999997,1.4541149999999998,152.173904,663.043518,s
1.6594360000000004,1.6754769999999999,119.565224,271.739136,s
1.7203910000000002,1.744452,163.043472,336.956543,s
1.8198439999999998,1.8471130000000002,141.304352,282.608704,s
