start,end,fmin,fmax,category
0.10969099999999798,0.12878599999999096,159.375,2081.25,NaN
0.15265500000000998,0.17175000000000296,384.375,796.875,NaN
0.6204869999999971,0.6363990000000115,178.125,637.5,NaN
0.6745899999999949,0.6889109999999903,131.25,618.75,NaN
0.9976159999999936,1.0135290000000055,421.875,853.125061,NaN
1.1981150000000014,1.2188020000000108,330.097107,902.912659,NaN
1.2601750000000038,1.2760869999999898,187.5,543.75,NaN
1.3190510000000017,1.3381469999999922,131.25,881.249939,NaN
1.3381469999999922,1.3620160000000112,140.625,937.5,NaN
1.691406999999998,1.7089110000000005,431.25,881.249939,NaN
