start,end,fmin,fmax,category
0.04179599999999972,0.06085000000000029,292.45282,1000.0,s
0.689641,0.7118710000000004,566.03772,896.22644,s
0.8897110000000001,0.9040020000000002,264.437683,1604.863281,s
0.9881580000000003,1.0024490000000004,446.808502,1048.632202,s
1.0469090000000003,1.0596120000000004,528.875366,1021.27655,s
1.065963,1.081842,1141.509399,1792.452881,s
1.3216080000000003,1.3358990000000004,747.720337,1340.425537,s
1.3533650000000002,1.3676560000000002,132.07547,311.32077,s
1.3930619999999996,1.4089400000000003,610.942261,1057.750732,s
1.4359339999999996,1.4518120000000003,462.26416,1084.90564,s
