start,end,fmin,fmax,category
0.04093699999999956,0.06964000000000681,360.0,454.285706,s
0.3703040000000044,0.4047479999999979,188.571426,222.857147,s
0.7312450000000013,0.7721470000000039,234.527679,273.615631,s
0.7972620000000035,0.8331409999999977,342.019531,351.791534,s
0.9300139999999999,0.951541000000006,317.142853,368.571442,s
1.010382000000007,1.0254510000000039,517.915283,566.775269,s
1.0254510000000039,1.0398030000000063,814.285767,840.0,s
1.0441079999999943,1.0821399999999954,402.857147,420.0,s
1.1861889999999988,1.205562999999998,263.843658,312.703583,s
1.663376999999997,1.6870569999999958,265.714294,265.714294,s
1.743745000000004,1.7767539999999968,263.843658,302.93158,s
1.8033039999999971,1.8255489999999952,244.299667,283.387634,s
1.8377480000000048,1.8657330000000059,146.579803,175.895767,s
1.9030470000000008,1.9417959999999965,127.035835,195.439743,s
1.9417959999999965,1.9640409999999946,720.0,771.428589,s
1.9755229999999955,2.017859999999999,390.879486,390.879486,s
