start,end,fmin,fmax,category
0.1177400000000004,0.13699900000000031,271.844666,689.320374,s
0.25495599999999996,0.2694000000000001,368.932037,757.281555,s
0.7596860000000003,0.7757350000000001,262.135925,961.165039,s
0.8623969999999996,0.8816560000000004,252.427185,747.572815,s
0.9346160000000001,0.9522700000000004,262.135925,689.320374,s
1.0597950000000003,1.0838679999999998,262.135925,961.165039,s
1.205838,1.2234920000000002,368.932037,912.621338,s
1.4144699999999997,1.4337289999999996,446.601929,699.029114,s
1.4481719999999996,1.4706409999999996,281.553406,747.572815,s
1.5107619999999997,1.5332299999999996,271.844666,786.407776,s
1.6054490000000001,1.6214979999999999,310.679626,650.485413,s
1.65841,1.676063,252.427185,388.349548,s
1.7514919999999998,1.77717,398.058228,679.611633,s
1.817291,1.8349450000000003,417.475739,708.737854,s
1.8734609999999998,1.887905,456.310669,660.194214,s
