start,end,fmin,fmax,category
0.512899,0.5382739999999999,200.704224,1109.154907,s
0.9244460000000001,0.9466489999999999,158.450699,538.732422,s
1.061629,1.0854180000000002,147.887329,401.408447,s
1.0854180000000002,1.1060349999999999,126.760559,433.098572,s
1.1107930000000001,1.122687,158.450699,580.985901,s
1.122687,1.141718,147.887329,517.605652,s
1.141718,1.155199,147.887329,464.788727,s
1.155199,1.1694719999999998,158.450699,485.915497,s
1.280487,1.3058610000000002,137.323944,760.563354,s
1.427978,1.4549379999999998,126.760559,665.49292,s
1.4549379999999998,1.4707979999999998,242.957748,887.323914,s
1.4707979999999998,1.4866570000000001,179.577469,760.563354,s
1.4866570000000001,1.5096530000000001,179.577469,517.605652,s
1.546922,1.5683319999999998,126.760559,528.169006,s
1.5683319999999998,1.5873629999999999,179.577469,845.070435,s
1.6182889999999999,1.6357339999999998,158.450699,1088.028198,s
1.6658659999999998,1.6912410000000002,126.760559,464.788727,s
1.6912410000000002,1.711065,105.633804,485.915497,s
1.8490410000000002,1.870451,137.323944,1225.352051,s
1.870451,1.8886889999999998,158.450699,1024.647949,s
1.8886889999999998,1.9045480000000001,179.577469,538.732422,s
