start,end,fmin,fmax,category
0.6948509999999999,0.7204690000000014,151.335312,1513.353149,NaN
0.7755459999999985,0.7934780000000003,145.161285,1103.22583,NaN
0.8319040000000015,0.8459939999999975,329.032257,948.387085,NaN
0.8575209999999984,0.8805770000000024,174.193542,2187.096924,NaN
1.0291580000000025,1.0445279999999997,425.806458,987.096802,NaN
1.126503999999997,1.1431550000000001,115.727005,1762.611328,NaN
1.1431550000000001,1.1598060000000032,186.943619,1548.961426,NaN
1.1738959999999992,1.1956699999999998,270.967743,1712.903198,NaN
1.2136020000000016,1.231535000000001,270.967743,2622.580566,NaN
1.3007009999999966,1.3160719999999984,551.612915,2225.806396,NaN
