start,end,fmin,fmax,category
0.06135399999999436,0.08045399999997471,358.064514,2419.354736,NaN
0.1170619999999758,0.14252900000002455,249.258148,2100.890381,NaN
0.25872099999998,0.27463699999998425,382.789307,2448.071289,NaN
0.640720999999985,0.6566379999999867,267.062317,2172.106934,NaN
0.7282630000000268,0.7648710000000278,115.727005,427.299713,NaN
0.8635550000000194,0.8794710000000237,462.90802,2207.715088,NaN
1.0688799999999787,1.089570999999978,145.161285,677.419312,NaN
1.6211890000000153,1.6498389999999858,89.020775,436.201782,NaN
1.9204219999999737,1.9379309999999919,261.290314,2487.09668,NaN
1.9458890000000224,1.9633969999999863,471.810089,2252.225586,NaN
