start,end,fmin,fmax,category
0.04813900000000615,0.06966599999999801,108.196724,236.065567,s
0.11272099999999341,0.1471650000000011,-1.0,216.393448,NaN
0.2748930000000058,0.31364200000000153,-1.0,186.885254,s
0.5231749999999948,0.5561830000000043,569.800537,592.59259,s
0.632245999999995,0.6509029999999996,-1.0,265.573761,s
0.6968279999999965,0.7255310000000037,-1.0,295.08197,s
0.7743260000000021,0.8030289999999951,-1.0,245.901642,s
0.8302970000000016,0.8489540000000062,-1.0,186.885254,s
1.0972359999999952,1.1273740000000032,706.552673,729.344727,s
1.2307050000000004,1.2651489999999939,337.662354,545.45459,s
1.3268599999999964,1.367044000000007,547.008545,660.968689,s
1.4057940000000002,1.4316259999999943,259.740265,285.714294,s
1.6770369999999986,1.704305000000005,779.220764,883.116882,s
1.7688870000000065,1.7904139999999984,831.168823,909.090942,s
1.8018959999999993,1.8334689999999938,909.090942,935.064941,s
1.8607370000000003,1.883698999999993,753.246704,779.220764,s
1.9124020000000002,1.9411049999999932,831.168823,831.168823,s
