start,end,fmin,fmax,category
0.03404499999999899,0.049414999999999765,934.718079,2029.673462,NaN
0.19287200000000126,0.21592800000000167,115.727005,1842.72998,NaN
0.3337679999999992,0.3619470000000007,164.516129,2109.67749,NaN
0.5566390000000006,0.5796939999999999,213.649857,1094.955444,NaN
0.6450180000000003,0.6731969999999983,193.548386,2003.22583,NaN
0.7859139999999982,0.8051269999999988,174.193542,900.000061,NaN
1.2021960000000007,1.225251,193.548386,2167.741943,NaN
1.225251,1.2444640000000007,142.433228,1949.55481,NaN
1.3520569999999985,1.3738320000000002,174.193542,2187.096924,NaN
1.8311010000000003,1.8490339999999996,135.483871,1945.161255,NaN
