start,end,fmin,fmax,category
0.15670099999999998,0.17255399999999987,118.032784,708.196716,s
0.2977919999999994,0.48010099999999944,98.360649,737.704956,s
0.48010099999999944,0.5086370000000002,-1.0,609.83606,s
0.5244900000000001,0.5466840000000008,108.196724,639.344238,s
0.5815599999999996,0.60534,108.196724,639.344238,s
0.6322899999999994,0.6592400000000005,118.032784,600.0,s
0.6830189999999998,0.7004579999999994,118.032784,422.950836,s
0.7004579999999994,0.7305779999999995,98.360649,501.639343,s
0.7654549999999993,0.806673,108.196724,590.16394,s
0.8780110000000008,0.9033759999999997,118.032784,550.819641,s
0.9762989999999991,0.9905670000000004,137.70491,363.934448,s
1.004835,1.0270290000000006,137.70491,481.967224,NaN
1.038126,1.0619049999999994,98.360649,747.541016,s
1.1490969999999994,1.1760470000000005,108.196724,590.16394,s
1.2140939999999993,1.2442150000000005,127.868851,698.360657,s
1.3107970000000009,1.3361619999999998,147.540985,521.311462,s
1.4677410000000002,1.5359090000000002,118.032784,511.475403,s
1.5485919999999993,1.5723710000000004,108.196724,521.311462,s
1.5882240000000003,1.6120029999999996,118.032784,481.967224,s
1.7451679999999996,1.765777,147.540985,540.983582,s
1.8054100000000002,1.830774,147.540985,501.639343,s
