start,end,fmin,fmax,category
-0.020813000000000415,0.0014639999999985776,-1.0,403.125031,NaN
0.0014639999999985776,0.026924999999998533,-1.0,346.875,NaN
0.03329000000000093,0.05556699999999992,-1.0,349.514557,NaN
0.2497019999999992,0.2703880000000005,140.625,571.875,NaN
0.3006220000000006,0.3213079999999984,-1.0,1077.669922,NaN
0.9307620000000014,0.9514490000000002,431.25,431.25,NaN
0.9450840000000014,0.9657699999999991,131.25,618.75,NaN
1.234694000000001,1.260154,131.25,646.875,NaN
1.7948179999999994,1.8218700000000005,215.625,815.625,NaN
1.9857699999999987,2.0080479999999987,145.631058,854.368958,NaN
