start,end,fmin,fmax,category
-0.027573999999958687,0.002901999999949112,535.612549,1971.509888,s
0.002901999999949112,0.02902500000004693,712.250732,1994.302002,s
0.043537000000014814,0.06530599999996411,615.384644,1948.717896,s
0.06530599999996411,0.09433100000001104,467.23645,1948.717896,s
0.12480700000003253,0.14657599999998183,501.4245,1954.415894,s
0.3439459999999599,0.37006799999994655,598.290649,1988.604004,s
0.4455329999999549,0.46730200000001787,905.98291,1965.812012,s
0.634194999999977,0.6501590000000306,900.284912,1680.911621,s
0.6501590000000306,0.6719269999999824,1225.071167,1737.891846,s
0.7851249999999936,0.8010880000000498,1236.467285,1829.059814,s
