start,end,fmin,fmax,category
0.3209269999999993,0.36214499999999994,118.032784,422.950836,s
0.5872569999999993,0.6268890000000003,127.868851,639.344238,s
0.6364009999999993,0.6538389999999996,108.196724,334.426239,s
1.0327249999999992,1.0596750000000004,127.868851,422.950836,s
1.0596750000000004,1.0850399999999993,118.032784,393.442596,s
1.5542879999999997,1.7461090000000006,127.868851,796.721313,s
1.7540359999999993,1.7809860000000004,98.360649,521.311462,s
1.7889119999999998,1.8269590000000004,98.360649,590.16394,s
1.8872,1.9046389999999995,118.032784,816.393433,s
1.9506119999999996,1.9775620000000007,147.540985,777.049194,s
