start,end,fmin,fmax,category
0.35927999999999827,0.39747099999999946,206.25,993.750061,NaN
0.7618699999999983,0.7841479999999983,243.749985,2696.754977,NaN
1.376097999999999,1.4047410000000013,-1.0,328.125,NaN
1.4254269999999991,1.4445219999999992,-1.0,621.359253,NaN
1.630700000000001,1.6482039999999998,-1.0,776.699097,NaN
1.660934000000001,1.683212000000001,-1.0,514.56311,NaN
1.694351000000001,1.7150369999999988,-1.0,553.398071,NaN
1.7468620000000001,1.767548999999999,106.79612,524.271851,NaN
1.778687999999999,1.797782999999999,-1.0,466.019409,NaN
1.8232430000000015,1.8407470000000004,-1.0,407.766968,NaN
1.8502940000000017,1.8662069999999993,-1.0,398.058228,NaN
1.9473619999999983,1.9712299999999985,-1.0,356.25,NaN
1.9791869999999996,2.0014639999999986,-1.0,403.125031,NaN
