start,end,fmin,fmax,category
0.3912899999999979,0.40405699999999456,547.445251,755.474487,NaN
0.5796050000000008,0.5923719999999975,306.569336,908.759155,NaN
0.609926999999999,0.6274820000000005,164.233582,711.678833,NaN
0.7312150000000059,0.7391939999999977,164.233582,821.167847,NaN
0.7471740000000011,0.7615370000000041,372.262787,689.781006,NaN
0.9578309999999988,0.9753860000000003,416.058411,788.321167,NaN
1.0009199999999936,1.008899999999997,394.160583,810.218994,NaN
1.0503929999999997,1.0615640000000042,437.956177,832.116821,NaN
1.2147700000000015,1.2291330000000045,569.343079,689.781006,NaN
1.2722219999999993,1.291372999999993,273.722626,1062.043823,NaN
