start,end,fmin,fmax,category
0.0884999999999998,0.11095699999999997,119.565224,391.304352,s
0.1590790000000002,0.18153599999999992,152.173904,532.608704,s
0.4205420000000002,0.4494159999999998,163.043472,673.913086,s
0.5344310000000001,0.566513,195.652176,663.043518,s
0.5985939999999998,0.6258629999999998,184.782608,826.086914,s
0.6451120000000001,0.6707770000000002,119.565224,434.782593,s
0.7365439999999999,0.7654169999999998,130.434784,380.434784,s
0.8488289999999998,0.8696820000000001,130.434784,347.82608,s
0.912992,0.9450729999999998,119.565224,347.82608,s
1.0316930000000002,1.0557539999999999,130.434784,260.869568,s
1.498478,1.5161220000000002,217.391296,608.695618,s
